id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
2811,0.1,0,0.111111111,0.133891213,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.118181818,0.124223602,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
2812,0.05,0,0.222222222,0.188284519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.109090909,0.186335404,0.015957447,0,0.333333333,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0,1
2813,0.05,0.071428571,0.166666667,0.209205021,0.072727273,0,0,0,0,0,0,0,0,0.034090909,1,1,0,0,1,0.090909091,0.254658385,0,0,0,0,0.027700831,0.072580645,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,1,0
2814,0.05,0,0.333333333,0.19665272,0.018181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.090909091,0.236024845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1,1
2815,0.1,0,0.222222222,0.271966527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.254545455,0.236024845,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2816,0.1,0.071428571,0.055555556,0.142259414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.181818182,0.093167702,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2817,0.05,0,0.166666667,0.188284519,0.018181818,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,1,0.136363636,0.192546584,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0.5,1,1,1,1,1
2818,0.1,0.071428571,0.111111111,0.368200837,0.109090909,0,0,0,0.1875,0,0.052631579,0,0,0.136363636,1,0,0,0,0,0.081818182,0.329192547,0.138297872,0,0,0,0.117886179,0.941176471,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.5,0,1,0
2819,0.05,0,0.111111111,0.263598326,0.2,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,1,0.027272727,0.378881988,0,0,0,0,0.088495575,0.55,0,0,0,0,0,0.026548673,0,0,0,0,0,1,0,0,1,0,1,1,0.5,1,0
2820,0,0,0.111111111,0.112970711,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.109090909,0.099378882,0,0,0,0,0.201923077,0.245283019,0,0,0,0,0,0.009615385,0,0,0,0,0,1,0,0,1,1,1,1,0.5,1,0
2821,0,0,0.277777778,0.70292887,0.345454545,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,1,0.136363636,0.956521739,0,0,0,0,0.255813954,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.5,1,0
2822,0.05,0.071428571,0.166666667,0.175732218,0.036363636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.118181818,0.186335404,0,0,0,0,0,0.186046512,0,1,0,0,0,0.005376344,0,0,0,0,0,1,0,0,1,0.5,1,1,0.5,1,0
2823,0,0,0.277777778,0.150627615,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.145454545,0.130434783,0,0,0,0,0.066666667,0.076923077,0,1,1,0,0,0.866666667,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
2824,0.05,0.071428571,0.055555556,0.071129707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.118181818,0.031055901,0,0,0,0,0.333333333,0.25,0,1,1,0,1,0.018518519,0,0,0,0,0,0,0,0,1,1,1,0,0.5,0.5,0
2825,0.05,0,0.222222222,0.225941423,0.018181818,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.090909091,0.279503106,0,0,0,0,0,0.083333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1,1
2826,0.1,0.071428571,0.111111111,0.468619247,0,0,0,0,0.0625,0.421052632,0.052631579,0,0,0.090909091,1,0,0,0,1,0.109090909,0.111801242,0.436170213,0,0.333333333,0,0.008474576,0.032258065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
2827,0.65,0,0.166666667,0.958158996,0,0,0,0,0,0,0.315789474,0.857142857,1,0.840909091,1,0,0,0,0,0.090909091,0.124223602,0.925531915,0,0,0,0,0.642857143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,1,1
2828,0,0,0.222222222,0.225941423,0.109090909,0,0,0,0,0,0,0,0,0.079545455,1,1,0,0,0,0.072727273,0.291925466,0,0,0,0,0.006097561,0.384615385,0,1,0,1,0,0.006097561,0,0,0,0,0,1,0,0,1,0.5,0.5,0.5,0.5,1,0
2829,0,0,0.277777778,0.188284519,0.018181818,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,1,0.163636364,0.173913043,0,0,0,0,0.294871795,1,1,1,1,1,0,0.044871795,0,0,0,0,0,1,0,0,1,0.5,0,0.5,0,0.5,0
2830,0,0,0.111111111,0.071129707,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.027272727,0.093167702,0,0,0,0,0.025423729,0.421052632,0,1,0,0,0,0.016949153,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1,0
2831,0.05,0.071428571,0.166666667,0.188284519,0.018181818,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.209090909,0.142857143,0,0,0,0,0.099585062,0.28,0,1,0,1,0,0.012448133,0,0,0,0,0,1,0,0,1,0.5,0.5,0.5,0.5,1,0
2832,0.15,0.071428571,0.166666667,0.146443515,0,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,1,0.127272727,0.136645963,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1
2833,0.05,0,0.166666667,0.108786611,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.136363636,0.074534161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2834,0.05,0.071428571,0.111111111,0.09623431,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.172727273,0.031055901,0,0,0,0,0.924528302,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.5,0,0,1
2835,0.05,0.071428571,0.222222222,0.422594142,0.109090909,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,0,0.2,0.49689441,0,0,0,0,0.625,0.602409639,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5,1,0,0.5,0
2836,0.1,0.071428571,0.277777778,0.238493724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.190909091,0.229813665,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.5,1,0,1,1,1
2837,0.15,0.071428571,0.277777778,0.288702929,0.018181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.172727273,0.316770186,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0,0,1
2838,0.1,0.071428571,0.055555556,0.121338912,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.172727273,0.068322981,0,0,0,0,0,0.059701493,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0.5,1,0
2839,0.05,0,0.166666667,0.259414226,0.054545455,0.111111111,0,0,0,0,0.052631579,0,0,0,1,1,0,0,0,0.072727273,0.173913043,0.138297872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1,0
2840,0.1,0,0.222222222,0.230125523,0,0,0,0,0,0,0,0,0,0.045454545,1,1,0,0,0,0.127272727,0.260869565,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.5,1,1,1,0,1
2841,0.05,0.071428571,0.277777778,0.217573222,0.054545455,0,0,0,0,0,0,0,0,0.125,1,1,0,0,1,0.118181818,0.248447205,0,0,0,0,0.229166667,0.393939394,0,1,0,0,0,0.006944444,0,0,0,0,0,1,0,0,1,0.5,0.5,1,0.5,1,0
2842,0.15,0.071428571,0.055555556,0.188284519,0,0,0,0,0,0,0.105263158,0.071428571,0,0.068181818,1,0,0,0,0,0.118181818,0.068322981,0.111702128,0,0,0,0.051912568,0.055555556,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1,0
2843,0.1,0.071428571,0.166666667,0.167364017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.172727273,0.136645963,0,0,0,0,0.039130435,1,0,1,0,0,0,0.947826087,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
2844,0,0,0,0.075313808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.163636364,0.00621118,0,0,0,0,0.086956522,0.185185185,0,0,0,0,0,0.239130435,0,0,0,0,0,0,0,0,1,1,0.5,1,1,0.5,0
2845,0.05,0,0.055555556,0.317991632,0.018181818,0.111111111,0,0,0,0.052631579,0.263157895,0.285714286,0,0.102272727,1,0,0,0,0,0.072727273,0.099378882,0.276595745,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0
2846,0.05,0,0.388888889,0.560669456,0.018181818,0.111111111,0,0,0,0,0.052631579,0,0,0.261363636,1,1,0,0,1,0.190909091,0.341614907,0.308510638,0,0.666666667,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1,1
2847,0.15,0,0.111111111,0.133891213,0.018181818,0,0,0,0,0,0,0,0,0.125,1,0,1,0,0,0.081818182,0.149068323,0,0,0,0,0.113043478,0.238095238,0,1,1,0,0,0.617391304,1,0,0,0,0,0,0,0,1,1,0.5,1,1,0,1
2848,0,0,0.166666667,0.364016736,0.090909091,0,0,0,0,0,0.105263158,0.071428571,0,0.238636364,1,1,0,0,0,0.027272727,0.329192547,0.164893617,0,0,0,0,0.043478261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
2849,0.25,0,0.277777778,0.163179916,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.009090909,0.242236025,0,0,0.333333333,1,0.25,0.966666667,0,1,0,0,0,0.25,1,0,0,0,0,1,0,0,1,1,0,1,0,0.5,1
2850,0.1,0.071428571,0.055555556,0.154811715,0,0,0,0,0,0,0,0,0,0.113636364,1,1,0,0,0,0.2,0.099378882,0,0,0,0,0.156862745,0.880597015,1,1,0,1,0,0.032679739,0,0,0,0,0,1,0,0,1,1,0,0.5,0.5,1,0
2851,0.05,0.071428571,0.277777778,0.142259414,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.090909091,0.155279503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2852,0.15,0.071428571,0.277777778,0.251046025,0.036363636,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.136363636,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,1,0.5,1,1,1,0.5,1
2853,0.05,0,0.111111111,0.230125523,0.036363636,0.111111111,0,0,0,0,0.105263158,0.071428571,0,0.079545455,1,0,0,0,0,0.145454545,0.142857143,0.085106383,0,0,0,0.117647059,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,1,0
2854,0.1,0.071428571,0.277777778,0.288702929,0.018181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.154545455,0.329192547,0,0,0,1,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
2855,0.05,0.071428571,0.111111111,0.125523013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.236363636,0.031055901,0,0,0,0,0.777777778,0.222222222,0,1,0,0,0,0.222222222,0,0,0,0,0,1,0,0,1,1,1,1,0.5,0,1
2856,0.1,0.071428571,0.166666667,0.138075314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.127272727,0.124223602,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2857,0.1,0.071428571,0.111111111,0.167364017,0,0,0,0,0,0,0.052631579,0,0,0.090909091,1,1,0,0,0,0.090909091,0.136645963,0.042553191,0,0,0,0.172413793,0.153153153,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.5,1,0
2858,0.05,0,0.333333333,0.221757322,0.018181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.027272727,0.316770186,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0,1
2859,0.1,0.071428571,0.111111111,0.079497908,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.045454545,0.093167702,0,0,0,0,0.333333333,0.304347826,0,0,0,0,0,0.087719298,0,0,0,0,1,1,0,0,1,1,1,1,0.5,0.5,0
2860,0.05,0.071428571,0.166666667,0.10041841,0.036363636,0.111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0.086956522,0,0,0,0,0.00887574,0.073394495,0,0,0,0,0,0.00591716,0,0,0,0,1,0,0,0,1,1,1,1,0.5,1,0
2861,0.15,0,0.277777778,0.426778243,0.018181818,0,0,0,0.1875,0,0.105263158,0.071428571,0,0.125,1,1,1,0,1,0.072727273,0.285714286,0.255319149,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2862,0.05,0,0.166666667,0.133891213,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1,0.136645963,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2863,0.05,0,0.055555556,0.09623431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1,0.080745342,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
2864,0.05,0.071428571,0.111111111,0.343096234,0.127272727,0,0,0,0,0,0,0,0,0.056818182,1,1,0,0,0,0.181818182,0.391304348,0,0,0,0,0.703900709,0.850649351,0,1,0,0,0,0.010638298,1,0,0,0,1,1,0,0,1,0,0,1,0.5,0,0
2865,0.1,0.071428571,0.111111111,0.163179916,0,0,0,0,0,0,0.052631579,0,0,0.056818182,1,0,0,0,1,0.109090909,0.124223602,0.037234043,0,0,0,0.036363636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2866,0,0,0.222222222,0.10460251,0,0,0,0,0,0,0,0,0,0.079545455,1,1,0,0,0,0.090909091,0.099378882,0,0,0,0,0.044701987,0.166666667,0,1,0,0,0,0.013245033,0,0,0,0,0,1,0,0,1,1,1,1,0.5,1,0
2867,0.05,0,0.277777778,0.238493724,0.072727273,0,0,0,0,0,0,0,0,0.056818182,1,1,0,0,1,0.072727273,0.310559006,0,0,0,0,0.113207547,0.983050848,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0,1,0.5,0,1,0.5,1,0
2868,0.05,0.071428571,0.222222222,0.267782427,0.054545455,0,0,0,0,0,0,0,0,0.102272727,1,1,0,0,1,0.145454545,0.304347826,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2869,0.05,0,0.222222222,0.251046025,0.018181818,0,0,0,0,0,0,0,0,0.238636364,1,1,0,0,0,0.072727273,0.329192547,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.5,0,1,0,0,1
2870,0.1,0,0.111111111,0.10460251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.081818182,0.105590062,0,0,0,0,0.923076923,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1
2871,0.1,0.071428571,0.111111111,0.330543933,0,0,0,0,0,0,0.263157895,0.285714286,0,0.056818182,1,0,0,0,1,0.109090909,0.118012422,0.255319149,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2872,0.05,0.071428571,0.055555556,0.10460251,0,0,0,0,0.0625,0,0.052631579,0,0,0,1,0,0,0,0,0.072727273,0.068322981,0.031914894,0,0,0,0.018691589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2873,0.05,0,0.055555556,0.142259414,0,0,0,0,0,0,0.105263158,0.071428571,0,0,1,0,0,0,0,0.036363636,0.080745342,0.090425532,0,0,0,0.470588235,0.52631579,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.5,0.5,0
2874,0.05,0.071428571,0.277777778,0.213389121,0.018181818,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.172727273,0.204968944,0,0,0,0,0,0.785714286,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0.5,0,1,1,0,1
2875,0.05,0.071428571,0.111111111,0.112970711,0.018181818,0,0,0,0,0,0,0,0,0.045454545,1,1,0,0,1,0.072727273,0.124223602,0,0,0,0,0.05952381,0.142857143,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0.5,1,0
2876,0.05,0,0.166666667,0.133891213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.109090909,0.130434783,0,0,0.333333333,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
2877,0.05,0.071428571,0.166666667,0.384937238,0.181818182,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,1,0.127272727,0.49068323,0,0,0,0,0.020833333,0.527272727,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5,1,0,1,0
2878,0.05,0,0.111111111,0.251046025,0,0,0,0,0.25,0,0,0,0,0,1,0,0,0,1,0.190909091,0.248447205,0,0,0,0,0.011627907,0.189873418,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,1,1,0,1,0
2879,0.05,0.071428571,0.166666667,0.112970711,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.154545455,0.068322981,0,0,0,0,1,0.142857143,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.5,0,1
2880,0.05,0,0.222222222,0.251046025,0.018181818,0,0,0,0,0,0,0,0,0.215909091,1,1,0,0,0,0.072727273,0.329192547,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.5,0,1,0,0,1
2881,0.1,0,0.166666667,0.184100418,0.018181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.145454545,0.180124224,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0,1
2882,0.1,0.071428571,0.222222222,0.213389121,0.018181818,0,0,0,0.0625,0,0,0,0,0.068181818,1,1,0,0,1,0.127272727,0.236024845,0,0,0,0,0.162162162,0.314285714,0,1,0,1,0,0.040540541,0,0,0,0,0,1,0,0,1,0.5,1,0.5,0.5,1,0
2883,0.1,0.071428571,0.166666667,0.129707113,0,0,0,0,0,0,0,0,0,0.068181818,1,1,0,0,1,0.109090909,0.124223602,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2884,0.05,0,0.333333333,0.242677824,0.018181818,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.1,0.298136646,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0,1
2885,0.1,0,0.277777778,0.221757322,0.018181818,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.172727273,0.217391304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,1,1,1
2886,0.05,0.071428571,0.166666667,0.163179916,0,0,0,0,0,0,0,0,0,0.045454545,1,1,0,0,0,0.154545455,0.142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2887,0.05,0,0.055555556,0.179916318,0,0,0,0,0,0.052631579,0.052631579,0,0,0.022727273,1,0,0,0,1,0.1,0.074534161,0.106382979,0,0,0,0.421052632,0.105263158,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,0,0.5,0
2888,0.05,0,0.333333333,0.246861925,0.018181818,0,0,0,0.0625,0,0,0,0,0.022727273,1,0,0,0,1,0.072727273,0.322981366,0,0,0,0,0.9,1,1,1,0,0,0,0.1,1,0,0,0,0,1,0,0,1,0.5,0,1,0,0,1
2889,0.05,0,0.222222222,0.146443515,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.090909091,0.161490683,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
2890,0.2,0.071428571,0.166666667,0.19665272,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.154545455,0.192546584,0,0,0,0,0.022727273,1,1,1,0,0,0,0.977272727,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,1
2891,0.3,0.071428571,0.277777778,0.430962343,0,0,0,0,0,0,0.105263158,0.071428571,0,0.034090909,1,0,0,0,1,0.136363636,0.229813665,0.271276596,0,0,0,0.022727273,0.111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
2892,0.05,0,0.111111111,0.251046025,0.109090909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.045454545,0.347826087,0,0,0,0,0.040772532,0.201716738,0,1,0,0,0,0.006437768,0,0,0,1,1,1,0,0,1,0.5,1,1,0.5,1,0
2893,0.35,0.142857143,0.222222222,0.548117155,0.018181818,0,0,0,0.0625,0.105263158,0.105263158,0.071428571,0,0.238636364,1,1,0,0,1,0.209090909,0.198757764,0.404255319,0,0,0,0.048780488,0.066666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,1,1,1,0
2894,0.3,0.428571429,0.111111111,0.251046025,0.018181818,0.111111111,0,0,0,0,0,0,0,0.022727273,1,1,0,1,0,0.509090909,0.031055901,0,0,0.666666667,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.5,1,1,1,0,1
2895,0.05,0.071428571,0.277777778,0.380753138,0.2,0,0,0,0,0,0,0,0,0.090909091,1,1,0,0,1,0.109090909,0.49689441,0,0,0,0,0.149171271,0.892307692,1,1,1,0,0,0.011049724,0,0,0,0,0,1,0,0,1,0,0,1,0.5,1,0
2896,0.1,0.071428571,0.444444444,0.585774059,0.054545455,0.111111111,0,0,0,0,0,0,0,0.465909091,1,1,0,0,1,0.136363636,0.782608696,0,0,0,0,0,0.041666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,1,1
2897,0.05,0,0.222222222,0.20083682,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.109090909,0.204968944,0.015957447,0,0.333333333,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,1,0,0,1
2898,0.1,0.071428571,0.277777778,0.330543933,0.018181818,0,0,0,0.0625,0,0.105263158,0,0,0.272727273,1,0,0,0,0,0.045454545,0.260869565,0.170212766,0,0.333333333,0,0,0.166666667,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0.5,1,1
2899,0,0,0.166666667,0.209205021,0.018181818,0,0,0,0,0,0.052631579,0,0,0.011363636,1,1,0,0,0,0.1,0.204968944,0.031914894,0,0,0,0.022222222,0.388888889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0,1,0.5,1,0
2900,0.05,0.071428571,0.111111111,0.133891213,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.181818182,0.080745342,0,0,0,0,1,0.142857143,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0.5,0,1
2901,0.05,0.071428571,0.222222222,0.171548117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.072727273,0.211180124,0,0,0,0,0.06,0.222222222,0,1,0,0,0,0.06,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,1,0
2902,0.25,0.071428571,0.111111111,0.117154812,0,0,0,0,0,0,0,0,0,0.034090909,1,0,0,0,0,0.081818182,0.124223602,0,0,0.333333333,0,1,0.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
2903,0,0,0.166666667,0.464435146,0.109090909,0,0,0,0,0.105263158,0.157894737,0.142857143,0,0.102272727,1,1,0,0,1,0.090909091,0.304347826,0.276595745,0,0,0,0.080645161,0.081081081,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,0.5,1,0
2904,0,0,0.277777778,0.221757322,0.054545455,0,0,0,0,0,0,0,0,0.170454545,1,1,0,0,1,0.054545455,0.298136646,0,0,0,0,0.064516129,0.275,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,1,1,0.5,1,0
2905,0.1,0.071428571,0.055555556,0.179916318,0,0,0,0,0,0,0.052631579,0,0,0.056818182,1,1,0,0,0,0.118181818,0.111801242,0.063829787,0,0,0,0.11827957,0.123287671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,1,0.5,1,0
2906,0.1,0.071428571,0.111111111,0.138075314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.154545455,0.105590062,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1
2907,0.05,0.071428571,0.166666667,0.09623431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.090909091,0.086956522,0,0,0,0,0.012658228,0.944444444,1,0,0,0,0,0.025316456,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
2908,0.05,0,0.333333333,0.213389121,0.036363636,0,0,0,0,0,0,0,0,0.102272727,1,1,0,0,1,0.118181818,0.242236025,0,0,0,0,0.24,0.181818182,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1,0.5,0,1,1,0.5,0
2909,0.1,0.071428571,0.055555556,0.10460251,0,0,0,0,0,0,0,0,0,0.045454545,1,0,0,0,0,0.127272727,0.074534161,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,1,1,1
2910,0.1,0,0.333333333,0.213389121,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.1,0.254658385,0,0,0,0,1,0.909090909,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.5,0,1,0,0,1
2911,0.1,0.071428571,0,0.046025105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0.00621118,0,0,0,0,0.358974359,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0
